Unnamed: 0,title,description,Unnamed: 3,Atributos <empresa terceira>,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,AI-PAVE-BR,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Atributos Multimidia,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
engage-info||5307,Geladeira Panasonic Frost Free 387L NR-BT42BV1TB Titânio 220V,"A Geladeira Panasonic Frost Free 387L NR-BT42BV1T é compacta por fora e gigante por dentro e ainda possui baixo consumo de energia e ótimo aproveitamento do espaço interno.<br><br>Seu painel eletrônico conta com controle a temperatura do freezer diretamente no painel externo com design inovador. O Jumbo Freezer oferece 95L para caber todos os alimentos da família, com prateleiras profundas para potes de sorvetes de 2L.<br><br>Baixo consumo de energia. Menos gasto para o bolso e mais amigável com o planeta!<br><br>Especificações Técnicas<br><br>Tipo: Duplex<br>Degelo: Frost Free<br>Capacidade Útil do Refrigerador: 292 L<br>Capacidade Útil do Freezer: 95 L<br>Capacidade Útil Total: 387 L<br>Eficiência Energética: A+++<br>Consumo Aproximado de Energia: 31,0kwH/mês<br>Inverter: Sim<br>Gavetão Hortifrúti: Sim<br>Controle de Temperatura do Refrigerador no Painel Externo: Sim<br>Controle de Temperatura do Freezer no Painel Externo: Sim<br>Porta Ovos: Sim<br>Iluminação LED: Sim<br>Quantidade de Portas: 2<br>Quantidade de Prateleiras no Refrigerador: 3 (Vidro Temperado)<br>Quantidade de Prateleiras na Porta do Refrigerador: 4<br>Quantidade de Gavetas no Refrigerador: 1<br>Quantidade de Gavetas no Freezer: 1<br>Tipo de Pés: Estabilizador<br>Material: Aço<br>Litragem: 387<br>Recursos: Tecnologia inverter<br>Vitamin Safe: Sim<br>Voltagem<br>-110V<br>-220V<br><br>Dimensões<br><br>Largura sem Embalagem: 60 cm<br>Altura sem Embalagem: 180 cm<br>Profundidade sem Embalagem: 74,2 cm<br>Peso Bruto: 59 kg<br><br>Garantia do Fornecedor de 12 meses","{""capacidade_liquida_total"":""387 L"",""marca"":""Panasonic"",""material"":""Aço"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",387 L,,Panasonic,Aço,Frost Free,220 V,,,387 L,Titânio,Panasonic,Aço,Frost Free,220V,2,387,Titânio,Panasonic,Aço,Frost Free,220V,2 Portas,387L
gazinshop||12495,Geladeira Refrigerador 276 Litros RCD34 Cycle Defrost Duplex Esmaltec,"Refrigerador 276 Litros RCD34 2 Portas Classe A Esmaltec <br> Economia, espaço e eficiência para refrigerar os alimentos na medida certa, você encontra na Geladeira Esmaltec RCD34. São 276 litros de capacidade total, que se dividem entre 221 litros para o refrigerador, e outros 55 litros para o freezer, distribuídos em 2 portas que ampliam ainda mais o espaço interno.<br> <br> Show de praticidade<br> Aproveite a possibilidade de ajustar e remover as prateleiras internas, ou ainda guardar os legumes na gaveta feita em PS cristal fumê para uma organização de dar inveja! O modelo traz degelo Cycle Defrost, que proporciona drástica redução no acúmulo de gelo. Se preferir, acione a iluminação interna, use os pés niveladores e conte com os puxadores ergonômicos. Seja para encontrar os alimentos com mais facilidade, posicionar e limpar melhor seu refrigerador, ou simplesmente abrir e fechar as 2 portas sem nenhum transtorno, aqui você consegue isso e muito mais com direito a economia classe A.<br> <br> Sobre a marca: Qualidade Esmaltec<br> A Esmaltec acumula mais de 55 anos de tradição. É uma empresa que não para de evoluir, investindo sempre em tecnologia e capacitação profissional. Com produtos de ponta para o lar e para setores comerciais, a Esmaltec oferece uma linha completa: purificadores, bebedouros, refrigeradores, fogões, cooktops, conservadores horizontais, cervejeiras e vitrines para bebidas, central de bebidas, expositores horizontais e Recipientes para GLP. Todos com algo em comum: facilitar a vida das pessoas com excelência e qualidade. O desenvolvimento da Esmaltec ao longo dos anos reflete na presença marcante em todo o Brasil e também no mercado internacional, com exportações para a América do Sul, América Central, Caribe, África e Oceania. Até porque, a conquista mais importante para a Esmaltec é a sua satisfação. É poder entrar na sua casa e levar mais qualidade para a sua família.<br> <br> Características:<br> Marca: Esmaltec<br> Modelo: RCD34<br> Capacidade Total: 276 litros<br> Capacidade da geladeira em volume: 221 litros<br> Freezer: Sim<br> Capacidade do freezer em volume: 55 litros<br> Tipo de degelo: Cycle Defrost<br> Tipo de porta: Duplex<br> Quantidade de portas: 02 Portas<br> Portas reversíveis: Não<br> Gaveta de vegetais: Sim<br> Controle de temperatura do refrigerador: Sim<br> Fabricador de gelo: Não<br> Dispenser de água: Não<br> Alarme de porta aberta: Não<br> Luz interior: Sim<br> Eficiência energética: A<br> Potência: 102,5W<br> Consumo: 38,5 kWh<br> Frequência: 60Hz<br> Inmetro: Sim<br> <br> Conteúdo da Embalagem:<br> Geladeira Refrigerador 276 Litros RCD34 Cycle Defrost Duplex Esmaltec<br> Acessórios <br> Manual de Instruções<br> <br> Dimensões:<br> Altura: 158,5 cm<br> Largura: 55,7 cm<br> Profundidade: 66 cm<br> Peso: 40,3 kg<br> <br> Garantia do Fornecedor: 12 meses (3 meses de garantia legal e mais 9 meses de garantia especial concedida pelo fabricante).<br> <br> Detalhes sobre a compra:<br> Fique de olho: siga sempre as orientações do fabricante e utilize seu produto de acordo com o manual. <br> A empresa não se responsabiliza pelo mau uso do produto, o que pode causar perda da garantia.#8239; <br> Não nos encarregamos, no ato da entrega, por montagens e desmontagens, subir escadas e elevadores ou transporte por guincho para apartamentos. <br> Eventuais despesas são de responsabilidade do cliente. <br> O valor divulgado é unitário e a imagem é meramente ilustrativa. <br> Precisou trocar ou devolver? O prazo é de 7 dias a partir do recebimento do produto - Lei número 8.078.<br> Sempre confira no ato da entrega.","{""capacidade_liquida_total"":""276 L"",""cor"":""Preto"",""marca"":""Esmaltec"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Cycle Defrost"",""voltagem"":""220 V""}",276 L,Preto,Esmaltec,,Cycle Defrost,220 V,2 Portas,,276 litros,Não informado,Esmaltec,Não informado,Cycle Defrost,Não informado,2 Portas,276 litros,Preto,Esmaltec,,Cycle Defrost,220V,2 Portas, 276L
carrefouroficial||900008129,Geladeira 3 Portas IM8S FF3P Inverter com Autosense Efficient 590 Litros Electrolux,<p>A Geladeira Electrolux 3 Portas Efficient com Autosense e Inverter IM8S FF3P 590L possui trs portas para garantir mais espao para armazenar e mais funes destinadas a manter o frescor dos alimentos por mais tempobr br Caractersticasbr Geladeira br Marca Electroluxbr Modelo IM8S FF3Pbr Consumo Aproximado de Energia 554br br Dimensesbr Altura 190 cmbr Largura 835 cmbr Profundidade 742 cmbr Peso 98 kgbr br Contedo da Embalagembr 01 Geladeira 3 Portas IM8S FF3P Inverter Electrolux br br Observaes br Imagem meramente ilustrativabr Todas as informaes divulgadas so de responsabilidade do fabricante e fornecedorbr As cores podem sofrer variaes de acordo com o tipo configurao e resoluo do seu monitorbr No nos responsabilizamos pela montagem e instalao dos produtosbr Verifique a voltagem antes de colocar no carrinhobr br Garantia do Fornecedor 12 meses</p>,"{""capacidade_liquida_total"":""590 L"",""cor"":""Inox"",""marca"":""Electrolux"",""material"":""Inox"",""quantidade_de_portas"":""3 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""Bivolt""}",590 L,Inox,Electrolux,Inox,Frost Free,Bivolt,3 Portas,,590 Litros,Não informado,Electrolux,Não informado,Frost Free,Não informado,3 Portas,Não informado,Inox,Electrolux,Aço,Frost Free,110V,3 Portas,590L
magazineluiza||234707400,Geladeira/Refrigerador Panasonic Frost Free Duplex,"Com mais de 30% de economia de energia, o refrigerador frost free Panasonic BT41 Top Freezer Duplex tem o menor consumo do Brasil, sua classificação é A+++ em eficiência energética. Mantenha sua geladeira e alimentos livres de bactérias com o sistema Antibacteria Ag. Por meio da combinação entre um filtro de carbono e íons de prata, que age dentro do duto durante a circulação de ar, elimina 99,9% das bactérias. Tem controle de temperatura do turbo freezer no painel eletrônico externo e design inovador minimalista. Tenha mais espaço para organizar suas frutas e legumes e os mantenham mais frescos por mais tempo no gavetão de hortifruti. Conserve melhor os alimentos como carne, frios e laticínios no compartimento extra frio. Feita na cor branco ela tem capacidade de 387L é o produto ideal para ter em sua casa.","{""capacidade_liquida_total"":""387 L"",""cor"":""Branco"",""marca"":""Panasonic"",""material"":""Aço"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",387 L,Branco,Panasonic,Aço,Frost Free,127 V,,,387L,branco,Panasonic,Não informado,Frost Free,Não informado,Duplex,Não informado,Branca,Panasonic,Aço,Frost Free,110V,2 Portas,387L
eletrofacil||GC-B659NSM,Geladeira LG Smart Bottom Inverse 451 Litros Inox 110V GC-B659NSM,"<p><span>O <strong>Geladeira LG Smart Inverter Bottom Freezer 451 litros 110V GC-B659NSM</strong>, é parte essencial na rotina de uma casa e pensando em facilitar o seu dia dia, a LG apresenta a geladeira Bottom Freezer GC-B659NSM com capacidade líquida total de 451 litros. As três prateleiras ajustáveis de vidro temperado são mais resistentes e duráveis, já os seis cestos garantem melhor organização dos alimentos.</span><br><br><span>O tipo Inverse, que possui o freezer na parte debaixo e a geladeira em cima, na cor aço escovado traz um design luxuoso e ergonômico. A iluminação interna em LED garante uma visão perfeita quando a geladeira está aberta. Para diminuir o esforço na hora de realizar a limpeza do produto, o refrigerador possui tecnologia frost free; Express Freezing que garante um congelamento mais rápido dos alimentos e Multi Air Flow que possibilita uma distribuição de ar homogênea.</span><br><br><span>A nova Bottom LG Freezer, tem um design elegante e minimalista. Possui 705mm de largura, acabamentos metálicos, perfeita para todos os tipos de cozinhas. <strong>Linear Cooling</strong>, reduz a variação de temperatura da geladeira, mantendo o frescor dos alimentos por muito mais tempo. Saídas de ar localizadas no teto da geladeira, direcionam o ar frio para os itens armazenados na porta. O resfriamento da porta com a função <strong>DoorCooling</strong> paenas 15 segundos após o fechamento das portas, preservando melhor os alimentos e bebidas neste local.</span><br><br><span>O compressor Linear, trabaha com velocidade variável, isso garante melhor consumo de energgiae maior conservação dos alimentos. O resultado é um produto muito mais silencioso e que economiza a conta de luz; tenha o controle da sua geladeira com o <strong>app Thinq</strong>. Adquira já a sua Geladeira LG Smart Inverter Bottom GC-B659NSM!</span></p>","{""capacidade_liquida_total"":""451 L"",""marca"":""LG"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",451 L,,LG,,Frost Free,127 V,,,451 litros,Inox,LG,Não informado,Frost Free,110V,Não informado,451 Litros,Inox,LG,Aço Escovado,Frost Free,110V,2 Portas,451L
electrolux||310119137,Geladeira Electrolux Frost Free Inverter 581L FlexiSpace 4 Portas Cor Inox Look (IQ8S),"A Geladeira Electrolux Multidoor Experience com FlexiSpace 581 L Inox Look1 (IQ8S) proporciona inovação e modernidade para a sua casa. As funcionalidades são pensadas para garantir mais espaço e mais qualidade no armazenamento dos alimentos. Para isso, a Geladeira Electrolux Multidoor Experience 581 L conta com quatro portas para atender a todas as necessidades do seu dia a dia. O compartimento inteligente FlexiSpace com temperatura variável garante a preservação ideal para cada tipo de alimento e bebida, que vai de freezer (23oC) à geladeira (7oC). Ativando a função Meat &amp; Fish (-2°C) dentro do FlexiSpace, o compartimento mantém 97%2 das proteínas das carnes e preserva por mais tempo a maciez e o sabor originais. Além disso, a carne pode ser armazenada por até 7 dias, sem congelar. É só retirar da geladeira e está pronta para o preparo. A geladeira IQ8S possui também a tecnologia exclusiva AutoSense, que ajusta a temperatura automaticamente, garantindo uma melhor preservação dos alimentos por até 30%3 mais tempo. A Inteligência Artificial reconhece seus hábitos de consumo, identificando os momentos de maior uso e menor uso da geladeira, deixando-a mais fria ou estabilizando a temperatura. A gaveta TasteLock possui vedação especial e controle automático de umidade que mantém frutas e vegetais frescos por até 14 dias4. E como a Tecnologia Inverter mantém a temperatura mais estável, reduz o consumo de energia em até 37%4, tornando-as uma das geladeiras mais econômicas do segmento5, além de oferecer condições ideais para preservar os alimentos. Com o TasteGuard, a Geladeira Electrolux Multidoor Experience 581 L elimina até 9x7 mais rápido os maus odores causados por bactérias, garantindo que sua geladeira permaneça sempre higiênica. Para facilitar a retirada de gelo, com o IceTwister é possível apenas girar a forma para que eles caiam no compartimento inferior, além da praticidade do sistema de abastecimento de água. <p> 1Portas e gabinete em Aço VCM (Vinil Coated Material). Esse produto não tem inox em sua composição. 2Resultados obtidos em testes realizados pela FURB (Universidade Regional de Blumenau), durante 7 dias utilizando o ajuste de temperatura na função Carnes. 3Resultados obtidos em testes realizados pela FURB (Universidade Regional de Blumenau) com morangos, cogumelos e leite. 4Resultados obtidos em testes realizados pela FURB (Universidade Regional de Blumenau), durante 14 dias utilizando cogumelos e 10 dias utilizando morango e alface. 5Economia dos modelos IM8, IM8S e IM8B, em relação ao mínimo para a classificação A do Inmetro. Consulte a porcentagem de redução de consumo de cada modelo em electrolux.com. 6Maior economia de energia do segmento de geladeiras multidoor fabricadas no Brasil, conforme tabela de eficiência energética de 25/02/2022 PBE (Programa Brasileiro de Etiquetagem). 7Comparado ao uso do bicarbonato de sódio, segundo procedimento interno testado no DM90X.</p>","{""capacidade_liquida_total"":""581 L"",""cor"":""Inox Look"",""marca"":""Electrolux"",""material"":""Aço Inox"",""quantidade_de_portas"":""4 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""Bivolt""}",581 L,Inox Look,Electrolux,Aço Inox,Frost Free,Bivolt,4 Portas,,581L,Inox Look,Electrolux,Aço VCM Vinil Coated Material,Frost Free,Não informado,4 Portas,Não informado,Inox,Electrolux,VCM,Frost Free,220V,4 Portas,581L
comprebel2||38647,Geladeira Frost Free Duplex Prata 394 Litros (TC44S) - 127V,"Quer guardar todos os seus alimentos sem passar aperto? Então, conheça a Geladeira/Refrigerador Frost Free Duplex Prata 394 Litros TC44S - Continental, com capacidade de 394 litros.<br><br>O seu super freezer, amplo e flexível, possui 109 litros de capacidade, permitindo que você guarde todo tipo de alimento e de embalagem, de forma simples e rápida.<br><br>A Geladeira TC44S possui puxador integrado e ergonômico, muito fácil de limpar e combina com sua cozinha.<br><br>O freezer conta com o Espaço Freezer Reversível, um compartimento fechado para congelar seus alimentos ainda mais rápido. E você ainda pode reverter a prateleira para maior aproveitamento do espaço.<br><br>Já no refrigerador, há um espaço perfeito para guardar alimentos que precisam de maior refrigeração e cuidado, para uma conservação mais longa. Trata-se do Espaço Extra Frio.<br><br>- Super Freezer Robusto e Flexível:<br>Com 109 litros, o freezer tem espaço de sobra para armazenar alimentos e diversos tipos de embalagem sem passar aperto.<br><br>- Design Único:<br>Bonito e fácil de limpar, o design moderno da Geladeira TC44S combina com a sua cozinha e ainda conta com puxador ergonômico e integrado.<br><br>- Espaço Freezer Reversível:<br>Compartimento fechado para congelar rapidamente os alimentos e diversos tipos de embalagens. Para maior aproveitamento do compartimento você pode reverter a prateleira conforme a sua necessidade.<br><br>- Espaço Extra Frio:<br>Espaço fechado no refrigerador ideal para alimentos frescos que necessitam maior refrigeração e cuidado.<br><br>- Prateleira Porta Latas – Porta Refrigerador:<br>Prateleira reversível na porta da geladeira que pode ser usada tanto como porta latas e como um espaço normal.<br><br>- Gavetão com Tampa:<br>Espaço específico para frutas, verduras e legumes. Fácil de organizar e visualizar os alimentos através da abertura da gaveta e do frontal basculante.<br><br><br>INFORMAÇÕES TÉCNICAS<br><br>Marca: Continental<br>Modelo: TC44S <br>Voltagem: 127V<br>Sistema: Frost Free<br>Capacidade Total: 394 litros<br><br><br>DIMENSÕES APROXIMADAS DO PRODUTO<br><br>Altura: 187,1cm<br>Largura: 60cm<br>Profundidade: 70cm<br>Peso: 58kg<br><br><br>PRAZO DE GARANTIA<br><br>12 meses<br>","{""capacidade_liquida_total"":""394 L"",""cor"":""Prata"",""marca"":""Continental"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",394 L,Prata,Continental,,Frost Free,127 V,,,394 Litros,Prata,Continental,Não informado,Frost Free,127V,Duplex,394 litros,Prata,Continental,Aço,Frost Free,110V,2 Portas,394L
opescadordeofertas||13543701970,Refrigerador Philco French Door Inverse 403L PRF411I 110v,"Design moderno não é apenas um visual atrativo, mas também, desenvolver um produto que traga maiores benefícios, simplesmente, a partir de sua estrutura. <br> Assim como o Refrigerador Philco Inverse 4 Portas PRF411I. <br> Além da comodidade e facilidade no uso que a disposição do freezer, na parte inferior e refrigerador na parte superior garante, o conceito Inverse Plus da Philco traz um produto com 4 portas.<br> Isso proporciona mais harmonia com o ambiente, sendo possível a instalação até mesmo em áreas menos espaçosas.<br> Refrigerador com capacidade para 270 litros e freezer com capacidade para 133 litros. <br> <br> O motor Inverter proporciona maior economia de energia, trabalha silenciosamente além de possuir uma vida útil muito maior.<br> A tecnologia Smart Cooling distribui de maneira uniforme a temperatura em todo o gabinete do refrigerador e freezer proporcionando a conservação por igual de todos os alimentos.<br> Proporcionando a circulação constante da temperatura no gabinete, a tecnologia Frost Free evita o indesejado acúmulo de gelo.<br> Garantindo mais higiene e a conservação mais adequada dos alimentos, além de facilitar a limpeza.<br> <br> Elegante display digital que possibilita acompanhar as temperaturas e funções selecionadas. <br> Por meio do controle de temperatura e funções é possível selecionar as temperaturas individuais do refrigerador e freezer além de selecionar as funções disponíveis.<br> Mais espaço e mais organização: Além das prateleiras em vidro reguláveis, o refrigerador conta também com prateleiras nas portas, gaveta ajustável e gavetão de frutas, verduras e legumes.<br> <br> O produto possui 3 funções diferentes de operação (Turbo Freezer/ECO/Férias), por meio das quais é possível acelerar o resfriamento e congelamento do freezer, ou colocar o produto em modo econômico.<br> Além do design elegante e versátil, os pés niveladores e rodinhas traseiras garantem o fácil deslocamento e instalação do produto no ambiente.<br> <br> ATENÇÃO! As imagens utilizadas são meramente ilustrativas com seus direitos reservados. Itens de decoração ou de composição de imagem não acompanham o produto.<br> <br> CARACTERÍSTICAS:<br> - Capacidade de 403L (270L no refrigerador e 133L no freezer)<br> - Classificação ""A"" em eficiência energética<br> - Sistema de refrigeração Frost Free<br> - Freezer inverse com abertura lateral independente<br> - Painel touch <br> - Controle de temperatura do freezer e refrigerador de forma independente<br> - Freezer com temperaturas de -14°C a -22°C<br> - Refrigerador com temperaturas de 2 a 8°C<br> - Funções Férias, Turbo Freezer e ECO<br> - Alarme de porta aberta<br> - Iluminação interna LED<br> - Porta em aço com tratamento anti-corrosão<br> - Prateleiras em vidro temperado<br> - Divisão do refrigerador: 4 prateleiras, gaveta ajustável, gaveta de legumes e 3 prateleiras em cada porta<br> - Divisão do freezer: 6 gavetas (3 de cada lado)<br> <br> DADOS TÉCNICOS:<br> - Voltagem: 110v<br> - Modelo: PRF411I<br> - Potência: 220W<br> - Consumo: 38 kWh/Mês<br> - Funções: Férias, Turbo Freezer e ECO<br> - Classificação Energética: A<br> - Temperatura Freezer: -14°C a -22°C<br> - Temperatura Refrigerador: 2 a 8°C<br> - Prateleiras: Vidro temperado<br> - Divisão do refrigerador: Prateleiras<br> - Divisão do freezer: Gavetas<br> - Compressor: Inverter<br> - Água na Porta: Não<br> - Capacidade: 403L<br> - Tipo: Inverse - 4 portas<br> - Tecnologia: Smart Cooling<br> - Medidas AxLxP: 180x79x68,5 cm<br> - Peso (Kg): 87,1<br> - Garantia: 12 meses<br> <br> CONTEÚDO:<br> - Refrigerador Philco Inverse 4 Portas PRF411I<br> - Manual de instruções<br> <br> Aqui na Loja O Pescador de Ofertas, você pode concluir a sua compra facilmente, com toda a segurança e a sua entrega é garantida.<br> Aqui você está em 1o Lugar!","{""capacidade_liquida_total"":""403 L"",""marca"":""Philco"",""quantidade_de_portas"":""4 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",403 L,,Philco,,Frost Free,127 V,4 Portas,,403L,Não informado,Philco,Não informado,Frost Free,110v,4,403L,Inox,Philco,Aço,Frost Free,110V,4 Portas,403L
lojasminatel||313521,Geladeira/Refrigerador Consul Frost Free - Duplex 410L CRM50HK,"<p><span>Informações<br><br>A Geladeira Consul Frost Free Duplex 410 litros Espaço Flex tem flexibilidade e capacidade de sobra para organizar tudo da sua maneira, chega de malabarismo para conseguir guardar os alimentos. Ela vem com o Espaço Flex para você poder organizar os compartimentos da porta como quiser, e no freezer tem o compartimento Gelo Extra, que serve pra guardar até duas vezes mais gelo. A Geladeira também conta com o Filtro Antiodor tira o mau-cheiro e o “gosto de geladeira” da água. Ahhh! Bem pensado.<br><br>Tipo de degelo: Frost Free<br>Tipo de porta: Duplex<br>Quantidade de portas: 2<br>Capacidade líquida total: 410L<br>Capacidade líquida do refrigerador: 311L<br>Capacidade líquida do freezer: 99L<br>Cor: Inox<br>Gavetas: Sim<br>Compartimentos: Porta ovos Separador de garrafas<br>Potência: 165W<br>Eficiência energética: A<br>Material: Aço<br>Certificações: classificação energética A<br><br><br>Peso aproximado<br>Peso do produto: 71kg<br>Peso do produto com embalagem: 72,3kg<br><br>Dimensões do produto<br>Largura: 69,5cm<br>Altura: 173,9cm<br>Profundidade: 71,9cm<br><br>Dimensões do produto com embalagem<br>Largura: 74,6cm<br>Altura: 178,1cm<br>Profundidade: 74,8cm</span></p>","{""capacidade_liquida_total"":""410 L"",""cor"":""Inox"",""marca"":""Consul"",""tipo_de_degelo"":""Frost Free""}",410 L,Inox,Consul,,Frost Free,,,,410L,Inox,Consul,Aço,Frost Free,Não informado,2,Não informado,Inox,Consul,Aço,Frost Free,220V,2 Portas,410L
magazineluiza||201992900,Geladeira/Refrigerador Electrolux Frost Free Inox,"Refrigerador Frost Free DT52X da Electrolux. Refrigerador Botton Freezer, com duas portas, capacidade líquida de 454 litros e diversos compartimentos especiais. É um refrigerador completo para você e sua família. O primeiro refrigerador do mercado com programa nutricional e receitas por ocasião, para facilitar cada vez mais o seu dia a dia. Possui painel com tela touch screen e aplicativos diferenciados que facilitam a sua vida. Este é o refrigerador que muda os hábitos do consumidor com diversas sugestão de alimentação saudável. São 650 receitas por ocasião com menu completo, combinação de entrada + prato principal + sobremesa, busca por ingredientes, tipo de prato, dieta,dificuldade e tempo de preparo. Diversos vídeos com preparações básicas, lista de compras no seu celular, atualização de receitas, pacotes periódicos de novas receitas e receitas próprias. Você pode, ainda, registrar suas receitas no refrigerador e compartilhar nas redes sociais. Para atualização das receitas, consulte o site www.electrolux.com.br.","{""capacidade_liquida_total"":""454 L"",""cor"":""Inox"",""marca"":""Electrolux"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",454 L,Inox,Electrolux,,Frost Free,127 V,2 Portas,,454 litros,Inox,Electrolux,Não informado,Frost Free,Não informado,duas portas,Não informado,Inox,Electrolux,Aço,Frost Free,110V,2 Portas,454L
magazineluiza||238149600,Geladeira/Refrigerador TCL Multidoor 4 Portas,"A geladeira/refrigerador TCL C516CDN Frost Free fabricada em inox tem 4 portas do tipo French Door Multidoor e tecnologia de refrigeração inverter.
É a escolha ideal para quem busca um produto de alta qualidade e com design moderno. Com capacidade líquida total de 516L, ela possui Espaço Flex, Metal Cooling, Multi-Zone, Controle ultra preciso de temperatura, baixo nível de ruído, super congelamento, modo férias, prateleiras de vidro, bandejas deslizantes, prateleiras ajustáveis, puxador embutido, luzes de LED e alarme de porta aberta.
O espaço flex permite organizar os alimentos da maneira que quiser, com prateleiras retráteis e removíveis. O Metal Cooling mantém os alimentos frescos por mais tempo, graças à sua tecnologia que resfria rapidamente e uniformemente. O Multi-Zone permite ajustar a temperatura de cada compartimento de acordo com a sua necessidade. O Controle ultra preciso de temperatura permite ajustar a temperatura de cada compartimento com precisão, para que os alimentos sejam mantidos na temperatura ideal. O baixo nível de ruído garante que você não seja incomodado pelo barulho da geladeira. O super congelamento congela os alimentos rapidamente, preservando seus nutrientes. O modo férias permite economizar energia quando estiver fora de casa. As prateleiras de vidro são resistentes e fáceis de limpar. As bandejas deslizantes permitem organizar os alimentos de forma prática e eficiente.","{""cor"":""Inox"",""marca"":""Midea"",""material"":""Inox"",""quantidade_de_portas"":""4 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""220 V""}",,Inox,Midea,Inox,Frost Free,220 V,4 Portas,,516L,inox,TCL,Não informado,Frost Free,Não informado,4,Não informado,Inox,TCL,Inox,Frost Free,220V,4 Portas,516L
magazineluiza||010021005,Refrigerador Electrolux 427 Litros,,"{""capacidade_liquida_total"":""427 L"",""marca"":""Electrolux"",""voltagem"":""220 V""}",427 L,,Electrolux,,,220 V,,,427 Litros,Não informado,Electrolux,Não informado,Não informado,Não informado,Não informado,Não informado,,Electrolux,,,220V,,427L
comprebel2||40898,Geladeira Philco PRF520DI 2 Portas Frost Free Side By Side 520L - 110V,"<p>Com visual moderno e elegante que agrega muito mais requinte para a cozinha a Side By Side Philco PRF520DI é Freezer e Geladeira. Mais praticidade em um único produto. O design proporciona o aproveitamento inteligente de espaço colocando freezer e refrigerador lado a lado, valorizando o ambiente e garantindo a alta capacidade de 520 litros. O Dispenser de água na porta é muito mais prático e econômico, não precisa abrir a geladeira, tenha água fria facilmente. No modo Ice Maker é possível obter até 1,5kg de gelo em cubos ou picado, conforme a opção selecionada.</p><p><br></p><p>Elegante display digital que possibilita acompanhar as temperaturas selecionadas individualmente, além de selecionar as funções disponíveis. O produto possui 3 funções diferentes de operação (Turbo Refr./Turbo Frz/Férias), por meio das quais é possível acelerar o resfriamento e congelamento do refrigerador e freezer, ou colocar o produto em modo econômico. É mais que geladeira, é mais que freezer! É um produto Philco pensado para você!</p><p><br></p><p><br></p><p>INFORMAÇÕES TÉCNICAS</p><p><br></p><p>Marca: Philco</p><p>Voltagem: 110V</p><p>Capacidade de 520L (342L no refrigerador e 178L no freezer)</p><p>Classificação ""A"" em eficiência energética</p><p>Sistema de refrigeração Frost Free</p><p>Painel touch com display LCD </p><p>Controle de temperatura do freezer e refrigerador de forma independente</p><p>Freezer com temperaturas de -16°C a -24°C</p><p>Refrigerador com temperaturas de 2 a 8°C</p><p>Funções férias, turbo freezer e turbo refrigerador</p><p>Alarme de porta aberta</p><p>Água e gelo na porta</p><p>Filtro de água com vida útil de 1136L ou 6 meses</p><p>Fabricador de gelo automático (em cubos ou picado)</p><p>Porta em aço com tratamento anti-corrosão</p><p>Puxador em alumínio</p><p>Prateleiras em vidro temperado</p><p>Iluminação interna LED</p><p><br></p><p>DIMENSÕES APROXIMADAS DO PRODUTO</p><p><br></p><p>Altura: 177cm</p><p>Largura: 89,5cm</p><p>Profundidade: 77,5cm</p><p>Peso: 90kg</p><p><br></p><p>GARANTIA</p><p><br></p><p>Prazo de garantia: 12 meses</p>","{""capacidade_liquida_total"":""520 L"",""cor"":""Inox"",""marca"":""Philco"",""quantidade_de_portas"":""2 Portas"",""tipo_de_degelo"":""Frost Free"",""voltagem"":""127 V""}",520 L,Inox,Philco,,Frost Free,127 V,2 Portas,,520L,Não informado,Philco,Não informado,Frost Free,110V,2 Portas,520L,Inox,Philco,Aço,Frost Free,110V,2 Portas,520L
