Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Atributos AI-PAVE-BR,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Atributos Multimídia,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
dufrio||100228432,Ar Condicionado,Ar Condicionado Split Cassete Elgin 360 Atualle Eco Universal 60000 BTUs Quente Frio 220V Trifásico  OUQE60B3NA,"   <span>Ar Condicionado Split Cassete Elgin 360 Atualle Eco Universal Quente e Frio</span>     <span>Linha composta por equipamentos de alta durabilidade, baixo consumo de energia, além dos menores custos de manutenção.</span>     <span> Condensadora Universal </span>  <br><br><br>    <span>Insuflamento 360°</span> <span> Saída de ar pelos 4 lados e pelos 4 cantos resultando em melhor distribuição do ar. </span>     <span>Ionizador</span> <span> Seu IONIZADOR elimina 99% de vírus, bactérias, fungos e ácaros, deixando o ambiente mais limpo e saudável. </span>     <span>Gás Ecológico</span> <span> O Gás Ecológico R-410A não agride a camada de ozônio. </span>    <br><br><br>     <span>Insuflamento 360°</span>     <span>Ionizador - Elimina 99% de vírus, bactérias, fungos e ácaros.</span>     <span>Garantia de 3 anos se Instalado por empresa Credenciada.</span>     <span>Fabricação nacional.</span>     ","{""capacidade_de_refrigeracao"":""60000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Elgin"",""tipo"":""Split Cassete"",""voltagem"":""220 V""}","Frio, Quente",Elgin,,220 V,,Split Cassete,60000 BTUs,,,Quente Frio,Elgin,60000 BTUs,220V,Não informado,Split Cassete,60000 BTUs,Não informado,"Ionizador, Insuflamento 360",Quente Frio,Elgin,220V,Convencional,Split Cassete,6.0000 BTUs
leveros3||2028576,Ar Condicionado,Ar-Condicionado Split Teto Springer Space Air 57.000 BTUs Só Frio 380V Trifásico,"Ar-Condicionado Split Teto Springer Space Air <p>A linha Split Teto Springer Space Air é ideal para estabelecimentos comerciais, trazendo maior conforto térmico, operação silenciosa e robustez aliado a um design moderno e agradável. Possui condensadora leve, compacta e robusta, com descarga vertical, que ocupa menos espaço e facilita a instalação e manutenção, e possui serpentina em cobre que garante maior vida útil, confiabilidade e robustez.</p> <p>Evaporadora fácil de limpar, com filtro de tela lavável de simples acesso Disponível nas capacidades 24.000, 36.000 e 57.000 BTU/h frio.</p> Conheça as vantagens: Função Super: Faz com que o ar-condicionado opere em sua capacidade máxima subindo fazendo com que a temperatura selecionada seja alcançada muito mais rápido. Função Não Perturbe: Desativa o sinal sonoro e desligara luz do display da unidade interna, propiciando um ambiente confortável e tranquilo. Função Timer (Temporizador): Programe seu ar-condicionado para ligar e desligar no horário desejado, com uma programação simples e rápida. Função Dormir: A temperatura ajustada será controlada para maior conforto e economia. Em modo AUTOMÁTICO OU REFRIGERAÇÃO, a temperatura configurada aumentará 1°C por hora nas primeiras duas horas, mantendo-se então estável pelas próximas 7. Função Oscilar: Que ativa o movimento automático das aletas horizontais e função Direção, que altera o ângulo das aletas. Permite melhor direcionamento do ar no ambiente. Fluido Refrigerante Ecológico R-410A: Atóxico, não inflamável e não agride a Camada de Ozônio. 4 modos de operação: Automático, Refrigeração, Ventilação e Desumidificação e 4 velocidades de ventilação: Baixa, Média, Alta e Automática. Defletor de ar 360° com 5 posições: Evita que o fluxo de ar vá direto nas pessoas, criando uma sensação de conforto ainda maior. Operação silenciosa: Através do ventilador interno especialmente desenvolvido para proporcionar um ambiente agradável. Flecha de ar de longo alcance: Podendo chegar até 15m de distância, distribuindo melhor e de forma uniforme o fluxo de ar, proporcionando melhor conforto térmico. <p>Instalação não inclusa! </p> <p>Modelo Split TETO. Não deve ser instalado no piso. </p> Instalação <p>Na Leveros , você encontra os melhores profissionais para a instalação do seu aparelho de ar-condicionado. Além da excelência e profissionalismo, somos credenciados pelas melhores marcas do mercado. Conheça nossos serviços de instalação. </p> Adquira seu Ar-Condicionado na Leveros <p>Leve para sua casa todo o conforto, eficiência e tecnologia Springer, alinhada a melhor experiência em serviços de climatização oferecida no mercado.</p>","{""ciclo"":""Frio"",""marca"":""Springer"",""tipo"":""Split Piso-Teto"",""voltagem"":""380 V""}",Frio,Springer,,380 V,,Split Piso-Teto,,,,Só Frio,Springer,57000 BTUs,380V,Split,Teto,57000 BTUs,4,"Função Super Faz, Função Não Perturbe, Função Timer, Função Dormir, Função Oscilar, Fluido Refrigerante Ecológico R-410A, Defletor de ar 360",Frio,Springer,380V,Convencional,Split,57.000 BTUs
consul||326031574,Ar Condicionado,Ar condicionado janela 10000 BTUs Consul quente e frio com design moderno - CCS10FB,"A linha de ar-condicionado janela Consul tem design mais moderno* e deixa seu ambiente ainda mais bonito, contando com painel frontal removível para facilitar a limpeza.","{""capacidade_de_refrigeracao"":""10000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Consul"",""tipo"":""Janela"",""voltagem"":""220 V""}","Frio, Quente",Consul,,220 V,,Janela,10000 BTUs,,,Quente e frio,Consul,10000 BTUs,Não informado,Não informado,Janela,Não informado,Não informado,Painel frontal removível,Quente e Frio,Consul,220V,,Janela,10.000 BTUs
lojasguaibim1||976336,Ar Condicionado,Ar-Condicionado Split Gree G-Top Inverter 12.000 BTUs,"Ar-Condicionado Split Gree G-Top Inverter Connection 12.000 BTUs GWC12AGC-D3DNA4GW/I é a solução ideal para um ambiente confortável e saudável. Com um compressor Inverter de fabricação própria da GREE, este aparelho oferece mais de 70% de economia energética, garantindo eficiência e sustentabilidade.<br><br>Sua durabilidade é um destaque, apresentando uma unidade interna em ABS, resistente e robusta. Além disso, o design não amarela com o tempo, mantendo a estética do equipamento por mais tempo.<br><br>A tecnologia IONCLEAN, baseada em Plasma, contribui para a purificação do ambiente, evitando o ressecamento da pele. A proteção na placa do INVERTER assegura a longevidade do sistema, enquanto as aletas duplas proporcionam uma distribuição de ar mais eficiente.<br><br>A inovação continua com o Sistema Multifiltro, capaz de eliminar até 99,99% das bactérias e vírus do ambiente. A proteção BLUEFIN na evaporadora e GOLDFIN na condensadora garantem a integridade do equipamento.<br><br>Além das funções essenciais de refrigeração, desumidificação e ventilação, o ar-condicionado oferece recursos como autodiagnóstico, reinício automático, função swing, autolimpeza, LED invisível, ventilação rápida, modo sleep e timer.<br><br>A evaporadora sai de fábrica pressurizada com nitrogênio, e a serpentina em cobre com ranhuras otimizadas garante maior contato entre o fluido refrigerante e a parede do tubo. Com uma descarga vertical que ocupa 40% menos espaço que as condensadoras comuns, este aparelho se destaca pela eficiência e praticidade.<br><br>Com uma potência elétrica de 1080W e potência nominal de 1700W, construção em plástico ABS, garantia de 5 anos no produto e 10 anos no compressor, além da classificação A e chapa de aço galvanizado, o Ar-Condicionado Split Gree G-Top Inverter Connection é a escolha inteligente para um ambiente confortável e saudável.<br><br>Atenção:<br><br>1. Verifique a voltagem correta para o seu equipamento. Grande parte dos eletrodomésticos no Brasil está disponível em duas voltagens: 110V ou 220V. Certifique-se qual a voltagem de sua residência e selecione o produto conforme essa especificação.<br><br>2. Devido às normas da ABNT e às resoluções no 13 de 2006, no 2 de 2007 e no 8 de 2009 do CONMETRO, os fabricantes estão mudando as tomadas para o novo padrão. Para utilizar este produto, será preciso adaptador ou a troca da tomada antiga. Não nos responsabilizamos por esta alteração.","{""marca"":""Gree"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}",,Gree,,220 V,Inverter,Split,,,,Frio,Gree,12000 BTUs,Não informado,Inverter,Split,12000 BTUs,Não informado,"IONCLEAN, Sistema Multifiltro, BLUEFIN, GOLDFIN, autodiagnóstico, reinício automático, função swing, autolimpeza, LED invisível, ventilação rápida, modo sleep, timer",Frio,Gree,220V,Inverter,Split,12.000 BTUs
lojaspresidente1||10026676,Ar Condicionado,Ar Condicionado Split Agratto Hi Wall One 30000 BTUs Frio ACS30F-R4 - 220V,"<p>ATENÇÃO: PARA A GARANTIA DO SEU PRODUTO, INSTALE COM UM TÉCNICO CREDENCIADO AGRATTO.*</p><p><br></p><p>Modelo: ACS30F-02</p><p><br></p><p>Modelo da Unidade Interna: ACS30FIR4-02</p><p>Modelo da Unidade Externa: ACS30FER4-02</p><p><br></p><p>Ciclo: Frio</p><p>Capacidade de Refrigeração: 30.000Btus/h</p><p>Inverter: Não</p><p>Classe: E</p><p>Voltagem: 220V</p><p>Serpentina: Cobre</p><p><br></p><p>Capacidade de Refrigeração: 8792W</p><p>Corrente: 14.4A</p><p>Vazão: 1300m3/h</p><p>Potência: 1085W</p><p>Ruído Interno/Externo:51dB(A)</p><p>Gás Refrigerante: R410A/1650</p><p>Pressão de Projeto Alta/Baixa: 4.2/1.2 MPa</p><p>Comprimento máximo da tubulação: 15 M</p><p>Desnível máximo da tubulação: 8 M</p><p><br></p><p>Dimensões aproximada:</p><p>Altura</p><p>Evaporadora: 37 cm | Condensadora: 72 cm</p><p>Largura</p><p>Evaporadora: 128 cm | Condensadora: 100 cm</p><p>Profundidade</p><p>Evaporadora: 41 cm | Condensadora: 43 cm</p><p>Peso</p><p>Evaporadora: 14 kg | Condensadora: 56 kg</p><p><br></p><p>Conteúdo da embalagem</p><p>01 evaporadora, 01 condensadora, 01 controle remoto e manual de instruções.</p><p><br></p><p>*Se o produto for instalado por uma assistência da rede credenciada AGRATTO, e comprovada com a nota fiscal de serviço de instalação, a garantia se estende por mais 9 (nove) meses, que somados aos 90 (noventa) dias de garantia legal, o consumidor passa a ter 12 (doze) meses de garantia na unidade interna(evaporadora) e na unidade externa (condensadora).</p><p><br></p><p>Imagem meramente ilustrativa</p>","{""marca"":""Agratto"",""tipo"":""Split"",""voltagem"":""220 V""}",,Agratto,,220 V,,Split,,,,Frio,Agratto,30000 BTUs,220V,Split,Hi Wall,30000 BTUs,Não informado,Não informado,Frio,Agratto,220V,Convencional,Split,30.000 BTUs
gazinshop||4598,Ar Condicionado,Ar Condicionado Split 12.000 Btus Consul Frio,"No verão o seu conforto está garantido com o novo Ar-Condicionado Split Consul R410a Frio. <br>Ao programar a função Sono Bom, a temperatura do ambiente é ajustada automaticamente para uma agradável noite de sono. <br>Conta com dois filtros para deixar o ar da sua casa livre de até 99,9% das bactérias em geral e tecnologia que permite economizar até 30% de energia. <br><br>Características:<br>Função Sono Bom<br>O sonho de dormir a noite inteira sem acordar morrendo de calor ou congelando de frio virou realidade. <br><br>Função +Econômico<br>Com a função +Econômico acionada, o aparelho se ajusta em uma condição de temperatura capaz de economizar até 30% de energia. <br>Fácil e bem pensado para você não entrar numa fria.<br><br>Função Super Turbo<br>Entrou na sua casa e tudo o que você quer é acabar com o calor ou com aquele friozinho? No modo Super Turbo, a aparelho resfria ou aquece o ambiente mais rápido. Aí a temperatura ideal chega vapt-vupt.<br><br>Unidade Externa Compacta<br>A tecnologia tem que facilitar a sua vida, certo? Com a menor unidade externa vertical do mercado, você ocupa menos espaço para instalar.<br><br>Display Discreto<br>O Display Discreto é mais moderno, feito para combinar com a sua casa. Quando desligado, o LED branco não fica aparente no produto, deixando o ambiente mais elegante.<br><br>Filtro HD + Hepa<br>O ar-condicionado tem dois filtros poderosos em um sistema criado para remover a poeira e eliminar até 99,9% das bactérias em geral.<br><br>Função Auto-limpeza<br>A função Auto Limpeza aciona o ventilador depois do aparelho ser desligado, e mantém o aparelho seco e sem mau cheiro por mais tempo!<br><br>Informações Técnicas:<br>Capacidade de resfriamento (btu/h): 12000<br>Ciclo do produto: frio<br>Código do modelo: CBB12CBBNA / CBA12CBBNA<br>Número de modos de funcionamento: 3<br>Modo refrigerar: sim<br>Modo ventilar: sim<br>Modo aquecer: não<br>Modo desumidificar: sim<br>Número de funções: 6<br>Função sono bom: sim<br>Função swing: sim<br>Função siga-me: sim<br>Função timer: sim<br>Função apagar visor: sim<br>Número de velocidades - resfriamento: 3<br>Tipo de velocidade - resfriamento: alta / média / baixa<br>Direcionador de ar (aleta) vertical: manual<br>Direcionador de ar (aleta) horizontal: automático<br>Temperatura mínima (°c): 18<br>Temperatura máxima (°c): 32<br>Tipo de tecnologia: on-off<br>Vazão de ar (m3/h): 600<br>Tipo de gás refrigerante: r410a<br>Nível de ruído (dba): 39<br>Controle remoto: Sim<br>Filtro:<br>Quantidade: 2<br>Tipo: filtro hd + hepa<br>Aviso limpa filtro: sim<br>Classificação energética: A<br>Potência 220 v (w): 1085<br>Consumo aproximado de energia 220 v (kwh): 22.8<br>Consumo de energia em modo standby 220 v (kwh): 1<br>Frequência 220 v (hz): 60<br>Corrente (amperagem) 220 v (a): 4.8<br>Selo inmetro no produto: sim<br>Material do produto: unidade interna plástica / unidade externa aço<br>Proteção contra corrosão: sim<br>Requisitos para instalação<br>Localização do cabo de alimentação (visão frontal): inferior direito<br>Bitola da tubulação de conexão: 1/4 e 1/2<br>Distância mínima entre a unidade interna e externa (m): 1<br>Distância máxima entre a unidade interna e externa (m): 15<br>Desnível máximo (m): 5<br><br>Dimensões da evaporadora:<br>Altura: 22 cm<br>Largura: 83,5 cm<br>Profundidade: 28 cm<br>Peso: 9 kg<br><br>Dimensões da condensadora:<br>Altura: 55,5 cm<br>Largura: 38 cm<br>Profundidade: 43 cm<br>Peso: 21 kg<br><br>Garantia do fornecedor de 12 meses.","{""capacidade_de_refrigeracao"":""12000 BTUs"",""ciclo"":""Frio"",""marca"":""Consul"",""tipo"":""Split""}",Frio,Consul,,,,Split,12000 BTUs,,,frio,Consul,1085 W,220 V,on-off,Split,12000 BTUs,3,"Função Sono Bom, Função Econômico, Função Super Turbo, Unidade Externa Compacta, Display Discreto, Filtro HD  Hepa, Função Auto-limpeza",Frio,Consul,220V,Convencional,Split,12.000 BTUs
mideacarrier||42AFCE12F5x38KCY12F5,Ar Condicionado,Ar condicionado Split hi wall comfee 12.000 btus frio,"<p> O condicionador de ar Split Comfee traz funções, que facilitam sua operação, e elegância para seu espaço. Possui fluido refrigerante ecológico R410-A, atóxico, não inflamável e que não agride a camada de ozônio, além de que proporciona uma performance superior. Perfeito para quem deseja economia, pois tráz selo procel ""A"" nas capacidades de 9.000 e 12.000Btu/h. O sistema de tripla filtragem composto pelos filtros tela, fotocatalítico e carvão ativado, ajuda a prevenir a proliferação de bactérias, fungos e outros micro-organismos. Conta ainda com a Minicondensadora Cyclone 38K, uma das menores do mercado, Leve e compacta, ideal para ambientes com pouco espaço. </p>","{""capacidade_de_refrigeracao"":""12.000  BTUs"",""ciclo"":""Frio"",""marca"":""Comfee"",""tipo"":""Split"",""voltagem"":""220 V""}",Frio,Comfee,,220 V,,Split,12.000  BTUs,,,Frio,Comfee,12000 BTUs,Não informado,Split,Hi Wall,12000 BTUs,Não informado,"Fluido refrigerante ecológico R410-A, Sistema de tripla filtragem, Minicondensadora Cyclone 38K",Frio,Midea,220V,,Split Hi-Wall,12.000 BTUs
dufrio||1002688853,Ar Condicionado,Ar Condicionado Multi Split Inverter Midea Atom 28000 BTUs (1x9000+1x12000) Quente Frio 38ATQA28M5 - 220V,"O Multi Split Inverter é uma ótima opção para quem procura climatizar grandes e médios ambientes.Conta com uma evaporadora de 9000 e uma de 12000 BTUs.Tecnologia inverter, que proporciona economia de energia, além de ser silencioso.Controle remoto com display digital exibe o modo de operação e a temperatura programada.Conta ainda com velocidades de ventilação baixa, média, alta e automática. Aplicativo Mcontrol System tenha o controle de seu ar condicionado na palma da mão.","{""ciclo"":""Frio, Quente"",""tecnologia"":""Inverter"",""tipo"":""Multi Split""}","Frio, Quente",,,,Inverter,Multi Split,,,,Quente Frio,Midea,28000 BTUs,220V,Inverter,Multi Split,9000 a 12000,"baixa, média, alta, automática","Controle remoto com display digital, Aplicativo Mcontrol System",Quente Frio,Midea,220V,Inverter,Multi Split,28.000 BTUs
leveros3||2013547,Ar Condicionado,Ar-Condicionado Multi Split Inverter Daikin 28.000 BTUs (2x Evap HW 9.000 + 2x Evap HW 12.000) Quente/Frio 220V,"<br><br> Ar-Condicionado Multi Split Inverter 4 Ambientes Daikin <p>O Ar-Condicionado Multi Split Inverter Daikin é a escolha ideal para a climatização de múltiplos ambientes, pois permite conectar até 5 unidades internas em apenas uma única unidade externa, com máxima eficiência. As unidades internas podem ser controladas individualmente, de acordo com a necessidade de cada ambiente, atendendo assim às necessidades de cada membro de sua família. </p> Confira algumas das vantagens: Operação Silenciosa: O Multi-Split Daikin oferece um baixo nível de ruído durante a operação em modo silencioso atingindo até 22dB (A). Nota: A capacidade pode diminuir quando as funções silenciosas são selecionadas. Controle de temperatura confortável: Nos equipamentos sem Inverter, o compressor liga e desliga para manter o ambiente climatizado. Entre o ligar e desligar do compressor acontece uma variação na temperatura da sala. Os condicionadores Inverter possuem capacidade variável que se ajusta a todo instante e mantém a temperatura ambiente constante. Filtro de TITANIUM: Enquanto as microfibras do filtro de ar captam a poeira, o Filtro Titanium absorve os odores alérgenos e desodoriza o ambiente. Este filtro oferece um desempenho consistente por aproximadamente 3 anos, caso seja lavado uma vez a cada seis meses. Economiza até 40% de energia: O inverter Daikin é um tipo de compressor capaz de ajustar a capacidade do condicionador de ar de acordo com o ambiente, garantindo níveis de conforto elevados e consumo de energia até 40%. Autodiagnóstico: Os códigos de mal funcionamento para cada unidade interna são mostrados no painel digital do controle remoto sem fio para uma manutenção rápida e fácil <p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). - Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p> <p>Instalação não inclusa. </p>","{""marca"":""Daikin"",""tecnologia"":""Inverter"",""tipo"":""Multi Split"",""voltagem"":""220 V""}",,Daikin,,220 V,Inverter,Multi Split,,,,Quente/Frio,Daikin,28000 BTUs,220V,Inverter,Multi Split,28000 BTUs,Não informado,"Operação Silenciosa, Controle de temperatura confortável, Filtro de TITANIUM, Economiza até 40% de energia, Autodiagnóstico",Quente e Frio,Daikin,220V,Inverter,"Multi Split, Split Hi-Wall","28.000 BTUs, 9.000 BTUs, 12.000 BTUs"
adias||PRINVHIW18Q2HI0,Ar Condicionado,Ar Condicionado Inverter Hitachi 18000 Btus Quente e Frio 220v R-32,Ar Condicionado Inverter Hitachi 18000 Btus Quente e Frio 220v R-32,"{""capacidade_de_refrigeracao"":""18000 BTUs"",""ciclo"":""Frio, Quente"",""marca"":""Hitachi"",""tecnologia"":""Inverter"",""tipo"":""Split"",""voltagem"":""220 V""}","Frio, Quente",Hitachi,,220 V,Inverter,Split,18000 BTUs,,,Quente e Frio,Hitachi,18000 Btus,220v,Inverter,Ar Condicionado,18000 Btus,Não informado,Não informado,Quente e Frio,Hitachi,220V,Inverter,Split,18.000 BTUs
click-24||7923-1,Ar Condicionado,Ar-Condicionado Philco PH9000TFM5 4 Modos de operar 9000BTU/h 220V,"Ar Condicionado Philco 9000 BTUs Frio Branco PH9000TFM5 220v<br><br>**Características do Produto**: Este ar condicionado Philco possui **9000 BTUs**, perfeito para manter seu ambiente resfriado durante os meses de calor. Com sua cor **branca** neutra, ele se integra facilmente a qualquer decoração. Ele é de **220v**, ideal para instalações domésticas padrão.<br><br>**Especificações técnicas**: Este aparelho tem uma capacidade de refrigeração potente e é eficiente em termos energéticos, o que significa que ele pode resfriar seu espaço de maneira eficaz sem aumentar sua conta de energia.<br><br>**Tamanho e Dimensões**: Com suas dimensões compactas, este ar condicionado é perfeito para instalação em janelas ou paredes sem ocupar muito espaço.<br><br>**Marca**: **Philco** é uma marca renomada e confiável, conhecida por seus produtos duráveis e de alta qualidade.<br><br>**Garantia**: Este produto vem com uma garantia de fábrica, oferecendo tranquilidade em caso de defeitos ou problemas.<br><br>**Matéria-prima**: Este ar condicionado é feito de materiais de alta qualidade, garantindo sua longevidade e eficiência.<br><br>**Público-alvo**: Perfeito para quem mora em áreas de clima quente, este ar condicionado é ideal para uso doméstico ou em escritórios.<br><br>**10 Benefícios do Produto**:<br><br>1. **Conforto Térmico**: Mantém o ambiente fresco mesmo nos dias mais quentes.<br> <br>2. **Eficiência Energética**: Consome menos energia em comparação com outros aparelhos.<br> <br>3. **Durabilidade**: Feito para durar, graças à sua construção de alta qualidade.<br> <br>4. **Marca Confiável**: Feito pela Philco, uma marca conhecida por sua confiabilidade.<br> <br>5. **Fácil de Instalar**: Design compacto que facilita a instalação.<br> <br>6. **Operação Silenciosa**: Opera silenciosamente, permitindo um ambiente de trabalho ou descanso tranquilo.<br> <br>7. **Garantia**: A garantia de fábrica oferece tranquilidade.<br> <br>8. **Design**: Seu design neutro se encaixa em qualquer decoração.<br> <br>9. **Versatilidade**: Pode ser usado em casa ou no escritório.<br> <br>10. **Fácil de Usar**: Controles intuitivos facilitam a operação do aparelho.<br><br>**Funções**: Este ar condicionado da Philco oferece refrigeração potente e eficiente. Ele também tem uma operação silenciosa, o que significa que você pode desfrutar de um ambiente fresco sem ser incomodado pelo ruído.<br><br>**Por que comprar**: Com seus muitos benefícios, como eficiência energética, operação silenciosa e design compacto, este ar condicionado é uma excelente escolha para qualquer pessoa que viva em um clima quente. Além disso<br><br>, sendo da marca **Philco**, você tem a garantia de um produto de alta qualidade que durará por muitos anos.<br><br>**Benefícios e Diferenciais**: Uma das principais vantagens deste ar condicionado é sua eficiência energética. Isso significa que ele pode manter seu espaço fresco sem custar uma fortuna em contas de energia. Além disso, sua operação silenciosa é um benefício significativo, especialmente se você estiver usando-o em um escritório ou enquanto dorme.<br><br>**Problemas e Necessidades Resolvidos**: Este ar condicionado pode resolver o problema do desconforto durante os meses quentes de verão. Ele também pode ajudar a criar um ambiente de trabalho mais confortável, o que pode aumentar a produtividade. Além disso, pode ser uma solução para pessoas que são sensíveis ao calor e precisam de um ambiente mais fresco para se sentir confortáveis.<br><br>Não espere o verão chegar para pensar no seu conforto. Adquira agora mesmo o seu ar condicionado Philco de 9000 BTUs e desfrute de um ambiente fresco e agradável o ano todo!<br><br> <br>","{""ciclo"":""Frio"",""marca"":""Philco"",""voltagem"":""220 V""}",Frio,Philco,,220 V,,,,,,Não informado,Philco,9000 BTUs,220V,Não informado,Janela,9000 BTUs,Não informado,4 Modos de operar,Frio,Philco,220V,,Split,9.000 BTUs
leveros3||2023568,Ar Condicionado,Ar-Condicionado Multi Split Inverter Springer Midea 27.000 BTUs (2x Evap HW 9.000 + 1x Evap Cassete 4 Vias 12.000) Quente/Frio 220V,"Ar-Condicionado Multi Split Inverter 3 Ambientes Springer Midea <p>Capaz de climatizar vários ambientes com uma única unidade externa, o Ar-Condicionado Multi Split Inverter Springer Midea combina a tecnologia Inverter, que reduz o consumo de energia e aumenta a vida útil do equipamento, com o moderno Sistema Ar+Puro HD Ion, eliminando até 99,9% dos vírus e bactérias, incluindo o vírus H1N1.</p><p>Conforto, qualidade e economia em um único aparelho.</p><p> Veja algumas das vantagens deste Multi Split Inverter: Sistema de Filtragem: Elimina até 99,9% dos vírus e bactérias, incluindo o H1N1. Sistema Inverter: Economia de energia. Fluido Refrigerante R410-A: Atóxico, não inflamável e não agride a Camada de Ozônio. Filtro 3M HAF: Elimina odores, poeira, fungos, micro-organismos e bactérias. Serpentina em Cobre: Serpentina da unidade externa produzida em cobre, permitindo maior durabilidade. </p><p> IMPORTANTE: - A soma das capacidades das evaporadoras (unidade interna) do conjunto, não necessariamente se iguala à capacidade total da condensadora (unidade externa). Em caso onde todas as evaporadoras permaneçam ligadas simultaneamente, a capacidade da condensadora será distribuída entre elas conforme a necessidade de cada ambiente. </p><p>A quantidade de unidades internas leva-se em consideração a capacidade da unidade externa condensadora, em caso de dúvidas, verifique no catálogo disponível todas as possibilidades de combinações. </p> <p>Instalação não inclusa! </p> <br> Itens inclusos neste conjunto: 2 (Duas) Evaporadora HW 9.000 BTU/h, 1 (Uma) Evaporadora Cassete 1 Via 12.000 BTU/h, 1 (Uma) Condensadora 27.000 BTUs, 3 (Três) Controles remoto, Painéis das evaporadoras (Cassete)","{""ciclo"":""Frio, Quente"",""marca"":""Midea"",""tecnologia"":""Inverter"",""tipo"":""Multi Split Cassete"",""voltagem"":""220 V""}","Frio, Quente",Midea,,220 V,Inverter,Multi Split Cassete,,,,QuenteFrio,Midea,27000 BTUs,220V,Inverter,Multi Split,27000 BTUs,Não informado,"Sistema ArPuro HD Ion, Filtro 3M HAF, Serpentina em Cobre",Quente e Frio,Springer Midea,220V,Inverter,Multi Split Cassete,"27.000 BTUs, 9.000 BTUs, 12.000 BTUs"
friopecas||141344,Ar Condicionado,Ar Condicionado Janela Springer Midea 7500 BTU/h Frio Eletrônico  - 220 Volts,"Ar Condicionado Janela Springer Midea 7500 BTU/h Frio Eletrônico - 220 Volts <br> <br> <p> O Ar Condicionado Janela Springer Midea 7500 BTU/h Frio Eletrônico - 220 Volts é um aparelho compacto e uma ótima opção para quem busca custo benéfico sem abrir mão do bem-estar, conforto térmico, e baixo consumo de energia. Possui selo procel e classificação A de eficiência energética. </p> <br> <br> <p> A temperatura pode ser ajustada através de um display digital que também exibe as funções selecionadas e ainda conta com controle remoto que traz mais conforto e praticidade. </p> <br> <br> <p> Função Turbo: </p> <p> Ajusta o ar condicionado em 20°C em velocidade alta para proporciona conforto térmico mais rápido.</p> <br> <br> <p> Função Dormir: </p> <p> Ajusta automaticamente a temperatura do ambiente durante o período do sono, proporcionando mais economia e conforto. </p> <br> <br> <p> Função Led: </p> <p> Apaga a iluminação proveniente do mostrador digital do painel proporcionando um ambiente mais agradável e confortável durante o sono.</p> <br> <br> <p> Sistema de renovação de ar: </p> <p> Deixa o ar mais puro e saudável, dissipando odores para deixar o ambiente mais limpo e saudável. </p> <br> <br> <p> Fácil de Limpar: </p> <p> Possui painel frontal removível para acesso ao filtro de ar.</p> <br> <br> <p> Função Timer (Temporizador): </p> <p> Programe seu ar-condicionado para ligar e desligar no horário desejado, com uma programação simples e rápida.</p> <br> <br> <p> Conta com 2 modos de operação: </p> <p> Refrigeração e Ventilação e 2 velocidades de operação: baixo e alto.</p> <br> <br> <p> Possui um moderno conceito de distribuição de ar bilateral: </p> <p> O ambiente fica climatizado de forma mais eficiente.</p> <br> <br> <p> Fluido refrigerante ecológico R-410A: </p> <p> Não inflamável, atóxico e que não agride a camada de Ozônio. </p> <br> <br> <p> Imagens Meramente Ilustrativas. </p>","{""ciclo"":""Frio"",""marca"":""Springer"",""tipo"":""Janela"",""voltagem"":""220 V""}",Frio,Springer,,220 V,,Janela,,,,Frio,Midea,7500 BTUh,220 Volts,Eletrônico,Janela,7500 BTUs,2,"Função Turbo, Função Dormir, Timer, Controle Remoto, Renovação de Ar",Frio,Springer Midea,220V,Convencional,Janela,7.500 BTUs
